Q,K1,K2,K3,K4,A
人間の近代的なエゴイズムを描き出した、夏目激石の未完の小説は何 ?,舞姫,維生門,人間和失格,明暗,明暗
1902年に完成した、エジプトのナイル月にあるダムは何 2,ロッテルダム,ポツダム,アムステルダム,アスワンダム,アスワンダム
「ハートスランプニニ人ぼっち』や『夢想花』などのヒット曲で知られる歌手「円広志」の読み方は何 ?,まどかひろし,えんひろし,まどかこうじ,えんこうじ,まどかひろし
"1961年に宇宙飛行士として人類初の宇宙飛行を成功させ、帰還後に「地球は青か
po
」と語った
還の】ち中
誰?",テレンコワ,ガガーリン,アームストロング,秋山豊寛,ガガーリン
1930年代にベニー・グッドマンらが広めたジャズのスタイルは何 ?,キッキング・ジャズ,ノッキング・ジャズ,スウィング・ジャズ,シッキング・ジャズ,スウィング・ジャズ
『ママとあそぼほう!ピンポンパン』で、カータンとはどんな架空の生き物のキャラクター ?,クラーケン,ネッシー,カッパ,害学,カッパ
「おにぎり」とも呼ばれる青色の逆三角形の道路標識で表されるものは回角,私道,市道,国道,県首,国道
アニメ化もされた絵本『おでんくん』を書いた、俳優としても活躍するイラストレーターは誰 ?,リリー・フランキー,みつうつらじゅん,326,天野宮孝,リリー・フランキー
卓球の公式大会で用いられるボールの色は、白または何色と決められている ?,赤色,黄色,檜色,桃色,檜色
日本の一般的な冬型の気圧配置は?,西高東低,北高南低,東高西低,西低東高,西高東低
アニメ『おでんくん』に登場する次のキャラクターのうち、女の子は上:壮4,スージー,,ジャガー,だいこん先生,スージー
国際的な映画祭で知られる「カンヌメヌ」といえば、どこの国 ?,イタリア,ドイツ,イギリス,フフンス,フフンス
次のうち、戦闘機を操作するゲームはどれ ?  「,エコー・ザ・ドルフィン,"ファアン
タジーゾー
ン",ザ・スーパー學|,アフターバーナー,アフターバーナー
次のメジャーリーグのチームのうち、東海岸に本拠地を置くのはどれ?,ヤンキース,"ジャイア>
ンツ",ロッキーズ,アストロズ,ヤンキース
妻に関する詩が多く収められた、高leのItのただ ヨモる円有4,唱子抄,智恵子抄,和子抄,光子抄,智恵子抄
ハモを調理する際に、細かい切れ込みをたくさん入れる理由は、次のうちとれ?,血を抜くため,味をしみこませるため,小骨が多いため,ミンチにするため,小骨が多いため
化学式「NaHCO03」で表される物質は何?,炭酸水素ナトリウム,硫酸バリウム,水酸化カルシウム,過塩素酸カリウム,炭酸水素ナトリウム
映画『グリーンマイル』や『ミザリー』の原作となった小説を書いた作さち: 痢4,ポール・オースター,スティーヴン・キング,アーサー・ミラー,トマス・ピンチョン,スティーヴン・キング
とんこつ醤油スープや太いストレート麺を特徴とする、引奈川県発傍のラーメンを俗に何という 2,塩系,家系,二郎系,育脂系,家系
カビトリーノ美術館、ウフィツィ和美術館といえば、どこの国にある美術衣 ?,イギリス,イタリア,アメリカ,フフンス,イタリア
「はじめチョロチョロなかパッパ」といえば、何を作るときの方法 ?,"こい
ご",和上巣子,揚げ物,,"こい
ご"
金属内で、原子核から離れ自由に動き回っている電子を何という?,はぐれ電子,自在電子,自由電子,迷子電子,自由電子
演劇などの舞台で、照明を徐々に明るくしていく演出を何という 2?2,ドライブイン,ピットイン,ズームイン,フェードイン,フェードイン
次の大相撲の番付で、最も上位なのはどれ ?,序二段,幕下,序ノロ,三段目,幕下
漫画『探偵学園Q』に登場する犯罪組2のとっHIた円人還           ー,天王量,木星,海王星,異土星,異土星
野球で、スクイズなどを防ぐ目的で投げる「搭て球」のことを何という?,イーストボール,ノースボール,ウエストボール,サウスポボール,ウエストボール
次のうち、パリのシャン・ド・マルス公園に建つ観光名所はどれ?,ビッグベン,ブルジュハリファ,エッフェル塔,ピサの次塔,エッフェル塔
次のうち、小林まことの漫画はどれ ?,野球部物語,弓道部物語,卓球部物語,柔道部物語,柔道部物語
野球の防御率の算出に必要な2つの指標とは、自責点と何?,礁三振数,投球回数,残塁数,チーム打率,投球回数
合掌造りで知られる「五箇山」がある都道府県はどこ ?    」,富山県,山口県,山形県,和歌山県,富山県
三葉虫やアンモナイトなとどと、化石の稿まれる地層が堆積した地質時代を示す化石を何という ?,指示化石,示準化石,暗示化石,委内化石,示準化石
バイオリンとほぼ同じ形で、音が5度低い楽器とは?,ベースズ,ギター,ヴィオラ,ワクレレ,ヴィオラ
特撮「キカイダー」シリーズの原作と,手塚治,税図かずお,梶原一騎,石ノ森章太郎,石ノ森章太郎
和食器は何枚1組とされている ?,15枚,20枚,10枚,5枚,5枚
次のうち、ヨーロッパを起源とする祭りはどれ ?,ハロウィン,ナーチャ祭,サバサバ,リオのカーニバル,ハロウィン
「飛騨邊」といえば、東海地方のどこの県のブランド和牛 ?2,兵庫県,長野県,岐阜県,,岐阜県
次のうち、大相撲の本場所に存在しないものはどれ ?,春場所,秋場所,夏場所,冬場所,冬場所
女優・今田美桜は何県出身 ?,,碧奈川県,忠岡県,愛知県,忠岡県
手形や小切手が、支払銀行によって支払いを拒絶されることを何という?,ふわたり,わ り で た,ふた り わ,で り わた,ふわたり
作曲家キダ・タローのニックネームは「浪花の」何?,バッハ,シューベルト,モーツァルト,ベートーベン,モーツァルト
綾瀬はるかがホタルノヒカリに主演した際の役名は?,風宮当,間宮蛍,アホ宮軍,雨宮当,雨宮当
中華麺の麺を黄色くしたり、麺のコンを強くする、炭酸ナトリウムなどを言んだ液体は何 ?,あん水,かん水,さん水,たん水,かん水
テニスで、強烈なサーブを武器にする選手のことを特に何という ?,ラージサーバー,ビッグサーバー,キングサーバー,グレートサーバー,ビッグサーバー
ユネスコが規定する世界遺産の3つの分類とは「文化遺産」 「自然遺産」と何?,結合遺産,"複合遺
遺産",総合遺族,混合遺産,"複合遺
遺産"
野尻湖や諏訪湖などの湖がある都道府県はどこ?,滋賀県,長野県,岐阜県,山礎県,長野県
東京証券取引所があり、日本の金融街として有名な東京都中央区の地名は何 ?,予町,色町,児町,盾町,児町
次のうち、海の岩にへばりついている動物はどれ?,ヒトデ,フジツボ,タニンシ,ヤドカリ,フジツボ
サッカーW杯などで、試合会場とは別の場所で行われる 「PV」。Vは何の略 ?,ヴァリュー,ビューイング,バーサス,ボリューム,ビューイング
漫画「パーマン」に出てくるチンパンジーの名前は何?,ブービー,コロ助,花子,ピーター,ブービー
epAHiKKんにゴああウシルリリンス ロレ土が開始した遠征を、向かった方角から何という2?,東方遠征,西方遠作,北方遠征,南方速伴,東方遠征
開花期間が長いのでこの名がある、夏から秋に紅・紫・白など様々な色の花を咲かす植物は何 ?,イチニチソウ,トオカソウ,ヒャクニチソウ,ハツカソワウ,ヒャクニチソウ
ビールの原料になることでおなじみのホップは「〇〇〇科」に分類される植物?,バン,ヨル,ヒル,アサ,アサ
次のうち、男女のお笑いコンビはどれ 2?,星亭,ニッポンの視長,"こと エエ
/里 臼",クロスバー直撃,星亭
次のうち、サンリオのキャラクターでないのはどれ2?,けろけろけろっぴび,リサとガスパール,ハローキティ,マイメロディ,リサとガスパール
漫画 !七つの大罪』に登場する次の人物のうち、騎士団「七つの大罪」のジグ人セコKiたす/き上1の】た : 者4,エリザベス,バン,"デ   さN
イアンメ",メリオダス,エリザベス
次のうち、ツェツェバエが媒介する「アフリカトリパノソーマ症」の通称はどれ?,舌い病,眠り病,泣き病,移り病,眠り病
アインシュタインが三大論文を発表した「奇跡の年」といえば、西暦何年のこと?,2005年,1705年,1905年,1805年,1905年
ジャイアント馬場がかつて在緒していたプロ野球チームはどれ 3?,読売ジャイアンツ,大洋ホエールズ,阪節ブレーブス,西鉄ライオンズ,読売ジャイアンツ
元力士・琴欧洲の出身国はどこ ?,ルーマニア,ブルガリア,チェコ,ハンガリー,ブルガリア
村上もとかの漫画『JIN-仁-』の主人公・仁の名字は何2 。,北方,東方,西方,南方,南方
きゅうりの酢の物に、焼いたウナギを和えた料理を何という ?,うざく,さずし,いざし,もずく,うざく
カンブリア紀に生息していたとされる動物の化石群「澄江動物群」が見つかった国はどこ?,日本,韓国,北朝鮮,中国,中国
陸上の障害走の男子110m・女子100nハードルの設置数について、次のうち正しいものはどれ?,男子110mの方が多い,どちらも同数,女子100mのほうが多い,レースにより変動する,どちらも同数
摩擦によって失われた「軍動エネルギー」は、主にどんなエネルギーに変換される ?,熱エネルギー,位置エネルギー,イオン化エネルギー,ダークエネルギー,熱エネルギー
