次の貝のうち、巻貝はどれ?,理系,アサリ,ハマグリ,サザエ,"さぶ ペペざ 写
ジンニニ",サザエ
日本に棲息するセミの中で、最も大さい種は何 ?,理系,クマゼミ,ゾウゼミ,サルゼミ,トラゼミ,クマゼミ
イルカの仲間としては最も大きい、白と黒の体色が特徴的な喘乳類は回角,理系,ハマナチ,メバル,ホオジロザメ,シャチ,シャチ
トカゲが、敵に襲われた際、逃げるために切り離す体の一部はどこ2?,理系,後ろ足,しっぽ,前足,血,しっぽ
女性の、太くて不格好な形をした足のことを、ある野茶に例えて何という?,理系,ニンジン足,カブ足,大根足,ねぎ中,大根足
セミの一種「ツクツクボウシ」の名前の由来としなったのは、次のうちどれ?,理系,交尾方法,大きさ,模様,鳴き声,鳴き声
俗に「百獣の王」と呼ばれるネコ科の動物は何2 。,理系,ゾウ,ライオン,カバ,キリン,ライオン
かつて沖縄で、マングースによる駆際が行われたことでも知られる、へビの仲間は何?,理系,アブ,モブ,ラブ,ハブ,ハブ
次のうち、理科の実験でおなじみの電球にあるのはどれ3?,理系,,豆電球,胡麻電球,卵電球,豆電球
「ビピタゴラスの定理」「ガウスの定理」といえば、次のうち、どんな学癌に関係する定理 ?,理系,化学,心理学,歴史学,数学,数学
オランダ語を語源とする、油性の塗料のことを何という ?,理系,コンキ,テンキ,ペンキ,ドンキ,ペンキ
吾風の中心部の空洞部分のことを何という ?      「        「,理系,吾風の目,台風の口,台風の鼻,吾風の耳,吾風の目
次の数のうち、必ず偶数になるのはとれ?,理系,5の倍数,3の倍数,7の倍数,4の倍数,4の倍数
ワウひる280/アのペシルニシンスアルカレ:ガバンの成虫のエサとなるものはどれ?,理系,樹液,化の蜜,他の昆虫,木の葉,樹液
幾何学で、「ベクトル」はどんな形で表される 2?    -,理系,三角形,丸,矢印,星形,矢印
次のうち、ウニの種類にあるのはとれ 2?,理系,バフンウニ,トリフンウニ,カニフンウニ,ギュウフンウニ,バフンウニ
大気中の光の屈折などによって起きる、物体が揺らいで見えたりする現象を何という 3?,理系,しんほうその,しんきろう,しんせかい,しんかろん,しんきろう
"ヤリ、スルメ、ホタルなどの種類があ
る魚介類は何 ?",理系,エビ,イカ,カニ,タコ,イカ
[ひとルルドと: の jpき20側から数えても内側から数えても3番目になる指は何 ?,理系,楽指,中指,人差し指,小指,中指
CDやDVDのように、薄いドーナツ型をした記憶媒体のことを総称して何という2,理系,光フリスク,光キオスク,光ディスク,光スクスク,光ディスク
ヘビが、長い体を渦巻き状に巻いた状態を何という?,理系,とがの,とぶろ,とぐろ,どくろ,とぐろ
次のうち、子どもによくみられる伝染病はどれ ?,理系,木ぼうそう,火ぼうそう,土ぼぽうそう,水ぼうそう,水ぼうそう
筋カトレーニングの後、休息を取ることによって筋肉が増加する現象を何という3?,理系,激回復,超回復,絶回復,娠回復,超回復
次のうち、緑黄色野和はどれ ?,理系,にんじん,れんこん,ごぼう,大根,にんじん
ツチノコ、ネッシーなどの未確認動物のことを何という2?,理系,USI,UMA,INU,NEKO,UMA
「バチスタ手術」といえば、人間のどの騰器に対する手術 ?   「,理系,"==|
月",肺,心臓,肝臓,心臓
次のうち、「まぶしい」と感じられとるにコちすっ   -,理系,風,光,"と=コ
由",ずすず0もる,光
次のうち、化粧品に保湿成分として配合される、ムコ多糖類の一種はどれ?,理系,グルタミン酸,イノシン酸,"ヒ
アルロン酸",テレフタル酸,"ヒ
アルロン酸"
熱帯魚飼育は「これに始まりこれに終わる」といわれる、鮮やかな色が特徴の熱帯負といえば何 ?,理系,ゲッピー,ゴッピー,グッピー,ガッピー,グッピー
ハワイがその代表例である、マグマが発生し火山活動が起きる場所を指す用語は何 ?,理系,ドライスポット,ホットスポット,アイススポット,クールスポット,ホットスポット
のどの人炎症やせきを鎮める時になめる、真ん中に穴が開いた楽を何という?,理系,トローチ,アプローチ,ブローチ,コックローチ,トローチ
「位置エネルギー」は、物体の位置が高けれはば高いほどどうなる ?,理系,変わらない,年減する,高くなる,低くなる,高くなる
ワウひる280/アのペシルニシンスアルカレ:ガバンの成虫のエサとなるものはどれ?,理系,化の蜜,木の葉,他の昆虫,樹液,樹液
恒星の表面の色は、一般に、次のうちどんなものによって決まる ?,理系,表面温度,構成元素,大きさ,地球からの距離,表面温度
次のうち、通常は固体なのはどれ ?,理系,牛乳,オレンジジュース,水,ビール,水
次のうち、「うるさい」と感じられとるにコちすっ   -,理系,騒音,有弱風,,発光,騒音
次のうち、魚の種類にあるのはどれ 2?,理系,タマチ,コマチ,ハマキ,ハマナチ,ハマナチ
次のうち、成長すると「カ」になるの】とちず2ル4 且2      」,理系,ボウフラ,ヤゴ,オタマジャクシ,ミノムシ,ボウフラ
太陽系の惑星で、水星と地球の間にクル3Yの】ちく幅7     「,理系,金星,火星,太陽,木星,金星
東京・上野動物園で飼育された、ランラン、カンカン、トントンといえばは、どんねな動物 ?,理系,コビトカバ,アメリカバイソン,ジャイアントパンダ,オカピビ,ジャイアントパンダ
サケやアユが、川の流れを逆行して登って行くことを何という?2,理系,,創傷,遡上,奏上,遡上
次のうち、眠い時に起こる呼吸動作はどれ ?   「,理系,あくび,しゃっくり,おなら,くしゃみ,あくび
一般的な海水の中に、水に次いで多く含まれている物質は何 ?,理系,塩化マグネシウム,塩化ナトリウム,硫酸マグネンシウム,硫酸カルシウム,塩化ナトリウム
炎色反応を覚える語呂合わせ「リアカー無きK村」で、「リアカー」が示す元素と色は何 ?,理系,リチウムと青,リチウムと赤,リチウムと紫,リチウムと緑,リチウムと紫
日本産のハチでは最大種である、彼毒を持つことで知られるハチは何 ?,理系,アシナガバチ,ミツバチ,キンギョバチ,スズメバチ,スズメバチ
人間の言葉をまねることで有名な、ES『の1 たく幅W/,理系,九官鳥,七官伺,八官伺,巨人,九官鳥
1895年にドイツの物理学者レントゲンが発見した「〇線」。〇は何 ?,理系,Z,Y,X,W,X
WESひだ:EMIYX6【ゆお和ンタた 申肝2,理系,グレム,グロム,グリム,グラム,グラム
三角、丸底などの種類がある、理科の実験で使う道具は何 ?,理系,上息てんびん,顕微鏡,沸騰石,ノラスコ,ノラスコ
「マイマイ」 「テンデテンムシ」などの別名がある生き物は何2,理系,カタツムリ,"ミミズ
ee
人",クラゲ,"さぶ ペペざ 写
ジンニニ",カタツムリ
栄養素を豊富に含むとされる、水深200m以上の場所に存在する海水を何という2,理系,海陽紳葬水,海用真相水,海容新装水,海洋深層水,海洋深層水
地表が、風や水などの力によって前り取られることを何という ?  「,理系,風食,堆積,浸食,侵略,浸食
次のうち、一般にプリン体が最も多く含まれている飲み物は?,理系,ビール,ウィスキー,焼酎,ワイン,ビール
"物が水に浮いているとき、浮力とつり合っ
て
上
力は次の
うち
どれ
フ",理系,摩擦,体力,転向力,重力,重力
タスマニア島に分布している、世界最大の肉食有袋類は何 ?,理系,タスマニアゴッド,タスマニアエンジェル,タスマニアキング,タスマニアデビル,タスマニアデビル
花びらが一つつ一つ離れている花を何という?,理系,合成花,単弁花,ばらばら花,離弁化,離弁化
次の海に住む動物のうち、「セキツイ動物」ではない動物はどれ?,理系,イルカ,サメ,ヒトデ,マグロ,ヒトデ
「静須」とは逆に、心臓から全身の器官へと和送られる血液が通る血管のことを何という?,理系,金脈,動脈,山脈,人服,動脈
ダイナマイトは「ある物質」を玩藻土にしみ込ませて作られますが「ある物質」とは次のうちどれ?,理系,ニトログリセリン,プロピルアルコール,シクロヘキサン,ニトロベンゼン,ニトログリセリン
無セキツイ動物のうちタコ・イカ・ナメクジ・アサリなどは何と呼ばれている?,理系,腔腸動物,環形動物,軟体動物,,軟体動物
次のうち、「質量=体積」の計算で求めるものはどれ2,理系,光度,角度,休度,密度,密度
親の特徴が子に伝わることを何という?2,理系,遺伝,一子相伝,断絶,免許紅伝,遺伝
宇宙飛行士が船外活動で着る「EVAスーツ」の色は主に何色 ?,理系,緑,日,紫,県,日
『「フット」や「マッハ」といえば、次のうち、どのようなことに関する単位?,理系,便さ,速さ,車さ,高さ,速さ
次のうち、猛人高類の鳥はどれ ?,理系,ペンギン,コンドル,ダチョウ,ニワトリ,コンドル
カブトムシの足の本数は?,理系,12本,10本,6本,8本,6本
病院で、ある患者に対して、中心となって治療にあたる医師を何という?,理系,介護士,主治医,救管医,当直医,主治医
数学や理科などで使う「nm」「0Q」「q」といえば何文字2?,理系,ロシア文字,ギリシャ文字,ハングル文字,ブラジル文字,ギリシャ文字
だ液に和含まれている消化酵素は何?,理系,ペプチターゼ,アミラーゼ,トリプシン,ペプシン,アミラーゼ
救命措置で、いったん止まった心臓を再び動かすために胸骨の部分を繰り返し圧問することを何という ?,理系,心臓マッサージ,心臓リラクゼーション,心臓エステ,心臓メイク,心臓マッサージ
