Q,K1,K2,K3,K4,A
代表作に『舞姫』『高瀬表』」『山概大夫』がある日本の作家は誰 ?,木鳴外,樹鳴外,森鳴外,林際外,森鳴外
次のうち、ジャムのフタが開かないとき熱すると開くようになる現象を説明するのはどれ?,,沸点上昇,凝固,圧縮,
次のうち、使われるラケットが最も小さいスポーツはどれ?,卓球,バドミントン,テニス,スカッシュ,卓球
次のうち、女性ファッション雑誌にあるのはとどとれ2?,"mae     ee
mw  ーー ヤー
ae て   ae",ニャーニャー,キャンキャン,ワンワン,キャンキャン
2011年度までは浜松市のマスコットキャラクターだった、 漫画『天才バカボン』に登場する生物は何 ?,アナゴネコ,ハモウサギ,ウナギイヌ,ウツボウマ,ウナギイヌ
次のうち、薫たり、ごはんに混ぜて食べられる海草はどれ ?,かじき,ひじき,さじきさ,はじきさ,ひじき
「空紅アワー」で有名なテレビ朝日のバラエティ番組『〇〇〇倶楽部』。〇〇の〇は何 ?,タモリ,シムラ,タケシ,サンマ,タモリ
NHK連続テレビ小説 『マッサン』でヒロインを演じた女優、シャーロット・ケイト・〇のOO〇OO〇。 〇〇〇は何 ?,ファルコ,スリッピー,フォックス,ペッピー,フォックス
女性タレント・IMALUの父親にあたる、吉本興業のタレントは誰?,大竹まこと,明石家さんま,堺正章,ビートたけし,明石家さんま
次のうち、電化製品はどれ ?,ニンン,"や へ
ニンン",ヤシン,キシン,"や へ
ニンン"
ウパのpる28還=レさノジマEHRまきら反とゴリ7年が飲むことができないのはどれ?,コーヒー,ワイン,コーラフ,ミルク,ワイン
次のうち、リオデジャネイロ五輪の女子レスリングで行われた階級はどれ?,98ko級,120kg級,36kg級,48kg級,48kg級
次のうち、長さの単位にあるのはとれ 2?,マイル,タダイル,ナイル,ネイル,マイル
これ以上は食べられない満腹状態でも、甘いスイーツなら食べられるということを何という?,別中,別胸,別背,別腹,別腹
次のうち、ゆうきまさみの漫画ではない作品はどれ ?,究極超人あてる,機動警察パトレイバー,鉄腕バーディー,らんま1/2,らんま1/2
スキーの中でも、1枚の板に両足をのせて滑るスキーを何という ?,テトラスキー,ジスキー,トリスキー,モノスキー,モノスキー
大学で履修する外国語の科目で、「チャイ語」と呼ばれるのは何 ?,央語,中国語,韓国語,アラビア語,中国語
競技者を「ボールター」と呼ぶ、陸上競技の種目は何?,棒高跳び,走り高跳び,走り幅跳び,三段跳び,棒高跳び
篠丸のどかの漫画『うどんの国の金色毛均』の舞台となっている県はどご2,奈良県,貴岡県,香川県,品城県,香川県
母を探し旅をするマルコを主人公とするアニメといえば、「母をたずねて何」 ?,五千里,三千里,作十里,四千里,三千里
テレビドラマ『ガリレオ』で、 探偵のに北信とこセタアル トクは誰 ?,阿部覧,山雅治,沢村一樹,谷原章介,山雅治
"回庄計きめ       フ
    「サ>
ント  」 (の)
映画       サ          「サヽゝ
ン 」を略さずにいうと何?",サキソフォン,サンバ,サウンド,サンタクロース,サウンド
回転する物体に生じる、円の中心から遠ざかる向きに働く力は「〇〇9!⑳)たく計。,"<三= ヽ
に",慢心,車心,安心,"<三= ヽ
に"
アメリカのアニメキャラクターで、彼を捕まえようとするクルーゾー党部からうまく逃げるのは誰 ?,ピンクパンサー,ブラックパンサー,イエローパンサー,ホワイトパンサー,ピンクパンサー
「ラガーマン」といえば、どんなスポーツをする人のこと ?,レスリング,ボクシング,ラグビー,ハンドボール,ラグビー
鎌倉幕府で執権を務めた人物のうち、名前に「時」という文字が入るのは何人 ?,1113人,113人,11113人,13人,13人
数池で用いられる記号「三」のことを、日本語では何という2,等号,相似,一定,合同,等号
日本式の天気記号で、黒丸の右下に「ツ」と書く天気は何 ?,雨続く,雨強し,雨辛し,雨疲れる,雨強し
「AU」とされる、天文学で用いられる長さの単位は何2,星座単位,天文単位,地球単位,力学単位,天文単位
目玉焼きをのせたピザを、卵が好物だったドイツの元首相にちなんで何という2,ハインリッヒ,ヴィルヘルム,ビスマルク,ヨハン,ビスマルク
次のうち、映画 『スターウォーズ』シリーズに登場する、不思議な力の源となるエネルギーは何 ?,パワー,プオォオーズ,スキル,ストレングス,プオォオーズ
水泳などで着用する「ゴーグル」は体のどの部分を保護する道具 ?,肢,腕,首,目,目
"央語では
ーー   「マー
マーブル」とし
」 という
pp キン/の床によく使われる広白色の石は回角",大理石,大往石,大算石,大国石,大理石
次のうち、和柔道の試合場にしかれているものはどれ ?2,化びら,カーペット,砂利,宣,宣
「大地を震わす和太鼓の律動に」という書き出しで始まる、お笑い芸人・又吉直樹の小説は何 ?,尾花,風花,造化,火花,火花
後ろ向きにコインを投げ入れる避慣で知られるローマの観光地「〇〇〇の泉」。 〇〇〇は何 ?,ドリフ,トレビ,ドレミ,トレイ,トレビ
必須ミネラルのひとつでもある、元素記号Znで表される元素は何 ?,亜昭,亜金,亜銀,亜鉄,亜昭
石屋製菓が販売するおなじみの北海道土産「〇つ〇恋人」の〇〇は何 2,赤い,白い,黒い,青い,白い
次のうち、日本海側にある牛島はどれ 2?,房総生島,紀伊生島,能登生島,大隈生島,能登生島
読みづらい漢字の上にふられる、小さな読みがなを何という ?   「,トパズ,ルビ,ダイヤ,オバル,ルビ
金管楽器を中心にして、太鼓などを加えた吹奏楽団を何という ?,ブラスバンド,アームバンド,ゴムバンド,"へへ
アバンド",ブラスバンド
"松本大洋の漫画『ルーヴルの獲』の舞台と
MPN
つ
ている国
はどこ
こ 2?  -",フフランス,中国,エジプト,アメリカ,フフランス
WAY/e提軒三2の】三[で的漫画作品のタイトルは何 ?,作家道,まんが道,アニメ道,上京首,まんが道
『おい地獄さ行ぐんだで』の書き出しで始まる、小林多喜二の小説は回角,蛇工船,貝工船,滞工船,昭工船,滞工船
ヒトの赤血球の中にあり、酸素を運ぶ役割があるタンパク質は何 ?,トムグラビン,へモンアニン,インヒビン,へモグロビン,へモグロビン
次のうち、人の皮慮が受け取る感覚はどれ2?,聴覚,触覚,味覚,相覚,触覚
幽寺退治を専門とする会往を舞台とする、アイヴァン・ライトマン監督(のりMEIちる由記,ゴーストハンターズ,ゴーストクリーナーズ,ゴーストバスターズ,ゴーストスレイヤーズ,ゴーストバスターズ
1980年代に発売された次のゲームのうち、野球を題材にした作品はどれ?,ドカベン,ストライダー飛竜,エリア88,天地を喰らう,ドカベン
入ってくる光の量を調節するための、顕徴鏡の部品は何 ?,なぐり,かすり,ばぱくり,しぼり,しぼり
「ラッシュニスタ」や「ボリュームエクスプレス」などのマスカラを販売する化粧品メーカーはどこ?,メイベリン,デイベリン,ワイベリン,アイベリン,メイベリン
水を怖がるようになることから「恐水症」の別名がある、人畜共通の感レロロた円肝,狂犬病,狂猫病,狂牛病,狂馬病,狂犬病
"西条真二
真二の漫画
画『鉄朋のジャン!』の題材となっているものは次のうちとれ?",将棋,ビリヤード,ダーツ,麻雀,麻雀
サッカー中継などで耳にする、「体力」や「体幸の強さ」を表す言葉はとれ?,ベテラン,フィジカル,リーチ,キャプテンシー,フィジカル
漫画 IDrスランプ』に登場する、ゴム以外の物は何でも食べる天使のと2たる円4,グッちゃん,ゲッちゃん,ギッちゃん,ガッちゃん,ガッちゃん
次のうち、サッカーの控え選手を表す英単語はどれ ?                「,ラブ,サブ,タブ,カブ,サブ
甲子園球場の外壁に張り巡らされている、名物の植物は何 ?,シンュロロ,フジ,アン,ツ タダ,ツ タダ
書道をする時に用いるすみの汁のことを何と言う2,わたしじゅう,おれじゅう,さみじめゅう,ぼくじゅう,ぼくじゅう
「事件は会議室で起きてるんじゃない。 現場で起きてるんだ!」この名右詞が出てきた映画は何 ?,臨場,相棒,あぶない刑事,踊る大捜査線,踊る大捜査線
相手の態度次第で自分の態度が決まるという意味のことわざ「魚心あれのの才⑨!⑥)たくる口4,海心,水心,川心,潮心,水心
用根つきで、2約根をつく道具を何という ?    ー,はごいた,はねいた,はりいた,はぶいた,はごいた
耳に穴をあけてつけるファッションアイテムは何 ?,ビピラフ,ピカソ,ビピアス,ビタパ,ピカソ
次のうち、三角形に存在しないものは何 ?         「       「,車心,鉄心,外心,内心,鉄心
イアン・フレミングの小説を原作とする、人気スパイ映画シリーズは回角,007シリーズ,0007シリーズ,07シリーズ,7シリーズ,007シリーズ
戦争を題材としたシューティングゲームで、略称を「BF」というのは『何フィールド』 ?,ベンチ,ボール,バトル,ブラック,バトル
次のうち、光化学オキシダントなどが原因となる大気汚染の一種はどれ?,スモッグ,スラック,スパッソツ,ストップ,スモッグ
