Q,Category,K1,K2,K3,K4,A
料理について詳しい「食通」のことをフランス語で何という?2,雑学,グルメ,クルム,グルリ,クルミ,グルメ
次のうち、おかん、はは、ママとも呼ばれるのは誰 2,雑学,お姉さん,お兄さん,お母さん,"お父
さん",お母さん
署い時に、あおいで風をおこす道具はどれ2?,雑学,うさわ,うらわ,うでわ,うちわ,うちわ
「Excel」 「Word」などのソフトを販GAとで:-ゴとく貴 2,雑学,マイクロソフト,アップル,ジャストシステム,マイクロシステムズ,マイクロソフト
英語で「ペッパー」という調味料は円時,雑学,しお,しょうゆ,ごとう,こしょう,こしょう
"懸垂式と踏座式がある、1本の線路に沿って
3クルン|とく幅計/",雑学,へリコプター,潜水艦,モノレール,セグウェイ,へリコプター
雨の時に着る上着は「〇〇〇コート」。〇の〇〇は何 ?,雑学,カイン,ワイン,レイン,ツイン,レイン
洋服の模様で、よこじまのことを英語で何と言う ?,雑学,リーダー,ガーダー,ボーダー,オーダー,ボーダー
テニスやバレーボールを行う競技場のことを何と言う ?  _,雑学,コート,シャンソツ,セーター,ズボン,コート
次のうち、5円玉に描かれているものはどれ?,雑学,ニンジン,村,稲穂,梅,稲穂
「良いものから悪いものまで」という意味の言葉「ピンから〇〇〇まで」。〇〇〇は何 ?,雑学,アリ,キリ,チリ,ノリ,キリ
お店においてある在庫商品のことを英語で何と言う ?  「,雑学,スモック,ストック,ステップ,ストップ,ストック
一般に、人のシルエットが描かれた歩行者用信号機は、何色からなる ?,雑学,2色,1色,3色,4色,2色
小林製薬のキャッチコピー「〇OOをカタチにする」。〇〇〇は何 ?,雑学,およいだらいいな,あったらいいな,はしったらいいな,たべたらいいな,あったらいいな
"研究などで行う「現地調査」のことを英語で何と
語で何という?",雑学,チームワーク,フィールドワーク,ホームワーク,パッチワーク,フィールドワーク
七五三でおなじみの細長いあめといえば何 ?,雑学,千歳あめ,金太郎あめ,水あめ,のどあめ,千歳あめ
「留守電」の「電」が意味する言葉は何?     -,雑学,電波,,電話,電車,電話
赤、白、ロゼなどの種類があるお酒は何 ?,雑学,ワイン,日本酒,ビール,ウォッカ,ワイン
「エンピツ1ダース」といえば何本のこと2?,雑学,62本,45本,12本,30本,12本
充電池の「eneloop」や乾電池の「EVOLTA」を製造・販売している企業はどこ?,雑学,サムスン電子,ゾソニー,Apple,パナソニック,パナソニック
品物を保管するための建物のことを何と言う?,雑学,そうり,そうぶ,そうじ,そうこ,そうこ
インターネットで知り合った人同士が、現実世界で会って交流する集まりを何という?,雑学,オン会,イン会,オフ会,アウト会,オフ会
野球場で、観客が観戦を行う場所を何と言う?,雑学,スタンド,スタンス,スカンク,スタンプ,スタンド
次のりのアクセサリーのうち、普通、頭につけるものはどれ ?,雑学,ビピアス,ブレスレット,指輪,カチューシャ,カチューシャ
Tシャツやトレーナーなどのような、裁断してそのまま縫った服の総称は何 ?,雑学,カット&ソー,ガールズ&パンツァー,TIGER & BUNNY,パズル&ドラゴンズ,カット&ソー
次のうち、洋菓子はどれ ?,雑学,マドレーヌ,オカキ,ドラヤキ,アラフレ,マドレーヌ
次の税日のうち、1年で最初にくるのはどれ2?,雑学,春分の日,元日,昭和の日,みとりの日,元日
魚を飼育するときに用いる容器を何と言う ?,雑学,せいそう,すいそう,たいそう,かいそう,すいそう
チェーン店の「ミスター〇〇〇」に「ダンキン〇〇O〇」。 〇OO〇〇は何 ?,雑学,フーメン,ドーナツ,ピーナツ,バーガー,ドーナツ
次のうち、魚や野楽を酢づけにした食べ物を指す言葉はどれ ?,雑学,なます,かます,さます,あます,なます
次のうち、土を掘るための道具はどれ 2?,雑学,スコンブ,スコップ,スキップ,ステップ,スコップ
「ひとつの色」という意味がある、主に白黒の2色からなる写真や映画などを指す言葉は何 ?,雑学,モノアカーム,モノシローム,モノクローム,モノキイローム,モノクローム
チョコレートの原料となるのは何の実 ?,雑学,カカク,カカト,カカオ,カカシ,カカオ
チェスや人生ゲームなど、「懇」を使って遊ぶ重上ゲームを総称して何という2,雑学,アーケードゲーム,ビデオゲーム,カードゲーム,ボードゲーム,ボードゲーム
芸術作品の「彫刻」の読み方はどれ 2?,雑学,さんこく,しゆゅうつこく,かんこく,ちょうこく,ちょうこく
「ラッシュニスタ」や「ボリュームエクスプレス」などのマスカラを販売する化粧品メーカーはどこ?,雑学,ワイベリン,メイベリン,アイベリン,デイベリン,メイベリン
次のうち、歯みがきやシャンプーなどの衛生用品を製造・販売するメーカーにあるのはとどれ?,雑学,トラ,ヒョウ,ライオン,ピューマ,ライオン
毎年4月29日にある、国民の税日は何?,雑学,昭和の日,大正の日,在成の日,明治の日,昭和の日
風邪を引いた際の不適切な行動はどれ?,雑学,風邪薬を飲む,よく眠る,マスクをつける,激しいスポーツをする,激しいスポーツをする
赤、白、あわせ等の種類がある調味料は何 ?           「,雑学,みりん,みそ,しょうゆ,ぼんず,みそ
夏休みの朝に小学生が行うのは「ご)〇つ〇体操」。〇〇〇は 2,雑学,デンパ,ムセン,ラジオ,テレビ,ラジオ
わんこそば、じゃじゃ麺といえば、何県の名物料理 ?,雑学,鳥取県,茨城県,岩手県,石川県,岩手県
高松塚古墳にある『西壁女子群像』は、次のうちどんな形式の絵画2?_,雑学,版画,ペン画,壁画,水如画,壁画
"「問題」「アルファベット17番目の文字」「トラ・
ランプの12」から連想されるアルファベットは何 ?",雑学,P,R,Q,S,Q
使う時の腰の動きがあるダンスに似ていることから名がつけられた遊具は何 ?,雑学,フラフープ,ワルフープ,バレフープ,タンフープ,フラフープ
ホテルなどで、寝室と居間が一続きになった高級な部屋を何という 2?,雑学,スパイシールーム,ソルティルーム,スイートルーム,ビタールーム,スイートルーム
_ 1人で活動する歌手は「〇〇〇歌手」。〇〇〇は?,雑学,コロ,クロ,ソロ,カロ,ソロ
自分にとって、おじいさんにあたる人は何人いる ?,雑学,6人,8人,2人,4人,2人
草話にいるようなファッションをした優しい雰囲気の女性を俗に何という?,雑学,森ガール,木ガール,林ガール,樹ガール,森ガール
新年のお祝いのために知人に送る手紙は何 ?                              「,雑学,快気入い,年賀状,暑中見舞い,奈中見舞い,年賀状
次のうち、20歳未満でもできることはどれ2?,雑学,お酒を飲む,県知事に立候補する,タバコを吸う,目動車旬許をとる,目動車旬許をとる
シミを隠す時などに使う化粧品は円時,雑学,コンンーフー,コンデンサー,コンポーザー,コンサートマスター,コンンーフー
名画『ひまわり』の作者である、フランスの画家は誰2,雑学,ゴッツ,コップ,ゴッホ,コック,ゴッホ
キリマンジャロやブルーマウンテンといえば、どんな飲み物の銘柄 ?,雑学,紅余,日本酒,コーヒー,ブランデー,コーヒー
「京焼」といえば、関西地方のどこの府県の名産品 ?,雑学,和歌山県,京都府,奈良県,大阪府,京都府
『ィジンギスカン鋼」に使われるのはの】内導4    -,雑学,ヒツジ,ニワトリ,ウン,ブタ,ヒツジ
代表的な画家に雪骸がいる、白黒の濃淡を生かした絵画の種類は何 ?,雑学,フレスコ画,木版画,水彩画,水如画,水如画
電波を出したり、受けたりする時に用いる金属の棒を何と言う?,雑学,コンテナ,カンテラ,アンカラ,アンテナ,アンテナ
次のうち、「庭などに突き出た屋根のない床」を指す言葉はどれ2?,雑学,テフラフス,モヤス,カガヤク,ヒカル,テフラフス
相橘類にみられるオレンジなどのようなビビッドな色を、ある栄養素の名前から何という?,雑学,炭水化物カラー,タンパク買カラー,ビタミンカラー,食物繊維カラー,タンパク買カラー
次のうち、料理の火加減で、最も肥いのはとれ?,雑学,画火,強火,とろ火,中火,とろ火
次のうち、日本の総理大臣に存在しがcmのの】ち中: 寺/,雑学,ウノ,トランプ,ハナフダ,タロット,ウノ
冷たい飲みものを入れたグラスの下に34の】たも円4,雑学,トースター,コースター,ブースター,ロースター,コースター
次のうち、一般的に小学校にある施設はどれ?2    ーー,雑学,博物館,美術館,図書館,映画館,図書館
サケの卵のことを何という ?,雑学,イクラ,ミクラ,マクラ,オクラ,イクラ
「車の販売業者』と「トランプなどのカードの配り手」を共通して意味する言葉は何 ?,雑学,ディーラー,ソリティア,バンカー,オークション,ディーラー
葛飾北斎の浮世絵集『富究三十六景』の題材になっている山は何 ?,雑学,レーニア山,大山,富士山,半中山,富士山
ケーキなどに使われるベーキングパウダーのことを、一般に日本語で何という2,雑学,さまし粉,あたため粉,かため粉,ふく ら し粉,さまし粉
ふぐを使ったちり鍋「てっちり」の「てっ」は何の略?,雑学,鉄山,鉄砲,鉄棒,,鉄砲
"ラテン語
語で「フ2
水の盾」という意味があるイギリスのブランドは「〇〇〇スキュータム」。〇〇〇は ?",雑学,イグニス,テッフ,カエルム,アクア,アクア
ゴロ還E:ヨlyMG:ドたらとことを何という ?   「,雑学,衣じまい,衣替え,衣沙とし,衣開き,衣替え
次のうち、普通、目かくしをして行う遊びはどれ?,雑学,肝だめし,セミ取り,スイカ割り,ビーチバレー,スイカ割り
