シーラカンスやカブトガニは、「生さている何」と呼ばれる 2?,理系,化石,化学,化粧,化物,化石
エジプト王妃ベレニケが、夫の勝利を生ってささげたものが由来とされる星座は何 ?,理系,かみのけ座,すねげ座,はなげ座,まゆげ座,かみのけ座
1776年に相賀源内が初めて自作した摩擦発電器を何という ?,理系,アレキテル,オレキテル,イレキテル,エレキテル,エレキテル
ゴルフクラブやピアスなどに使われる、元素記号 「Ti」の金属は何 ?,理系,ボタン,メタン,サタン,チタン,チタン
地中海のマルタ島が原産地といわれのちる円肝。,理系,マルミルク,マルクリーム,マルチーズ,マルバター,マルチーズ
次のうち、内角の和が最も小さくなる図形はどれ ?,理系,五角形,導角形,正方形,八角形,正方形
次のうち、すべり止めを使うと大きくなる力はどれ ?,理系,浮力,摩擦力,重力,垂直抗力,摩擦力
「発光ダイオード」を表す、アルファベット3文字の略称は何 ?,理系,LED,QED,CCD,AED,LED
3の3乗はいくつ?,理系,9,2/,36,18,2/
次のうち、風邪をひいた時に、発作的に口から出るものはどれ ?,理系,くしゃみ,くじょう,くじゃく,くしゅう,くしゃみ
両類にある栓色の丸い斑が特徴的な、オーストラリアに分布する鳥は回角,理系,ヒヨットコインコ,エビスインコ,オカメインコ,フクスケインコ,オカメインコ
ことわざでは鷹を生んだりする、大さな輪を描いて飛ぶことで知られる島は何 ?,理系,からす,もず,むくどり,とんび,とんび
jpまっ時:ヒコンルレルハセモミ PSるのはとどこ?,理系,水の中,土の中,火の中,雲の中,土の中
微生物が有機物を分解する現象を、人間に有害な場合は腐敗といいますが、有用な場合は何という ?,理系,発行,発光,発酵,発効,発酵
アサリの化石は、当時そこがどんな環境だどったことを伝えている?,理系,煮えた海,凍った海,浅い海,漆い海,浅い海
化学式「C02」で表される気体は何?,理系,二酸化炭素,過酸化水素,一酸化炭素,二酸化窒素,二酸化炭素
凌形は何角形?,理系,五角形,導角形,四角形,三角形,四角形
次のうち、実在する星座はどれ ?,理系,たこ座,かに座,いか座,えび座,かに座
"数学用語で「和
」とはどういった意
こ思味で使用される?",理系,割り算の結果,足し算の結果,引き算の結果,掛け算の結果,足し算の結果
次のうち、貝殻と主成分が同じものはどれ ?        「,理系,大理石,ダイヤモンド,エメラルド,サファイア,大理石
勝手に家具が動いたりして音が鳴る心霊現象のことを、ドイツ語で「騒霊」という意味の言葉で何という ?,理系,サイコキネシス,エクトプラズム,ポルターガイスト,ドッペルゲンガー,ポルターガイスト
次のうち、スギやブタクサなどによって引き起こされるアレルギー症状はどれ?,理系,化粉症,花瓶症,化壇症,化弁症,化粉症
2直角とは何度のこと ?,理系,45度,360度,120度,180度,180度
次のうち、刺激臭のする気体はどれ ?            「,理系,二酸化炭素,窒素,塩化水素,水素,塩化水素
次のうち、実在するソゾウガメはどれ 2?,理系,スヴァールバルゾウガメ,ガラパゴスゾウガメ,カナリアゾウガメ,クックソゾウガメ,ガラパゴスゾウガメ
次のうち、気象庁が発表する警報ではないものはどれ?,理系,大雨警報,洪水警報,食中毒登報,暴風敬報,食中毒登報
近代科学成立の基礎を作ったともされる、卑金属から貴金属を製造しようとする試みを何という ?,理系,錬金術,半鉄術,,,錬金術
俗に「三日ばしか」 とも呼ばれる感染病は何 ?   -  「,理系,インフルエンザ,りんご病,テング熱,風疹,風疹
別名を「ウシエビ」という、食用として使われるエビは何 ?,理系,ホワイトタイガー,シルバータイガー,ブラックタイガー,ゴールドタイガー,ブラックタイガー
一般に、回路図で、「V」を丸で囲んだ記号で表されるものは何 ?,理系,電圧計,,検流計,電力計,電圧計
次のうち、一般的に使われているパソコンのキーボードド配列はどれ ?,理系,QWERTY配列,ZXCVBN配列,ASDFGH配列,POIUYT配列,QWERTY配列
濃度3%の食塩水200gに含まれる食塩は何g ?       ーー,理系,40,60,8d,29,60
「偏邊足」といえば、何がほとんどない足のこと ?   ー,理系,すね毛,つちふまず,かかと,つめ,つちふまず
次のうち、三角関数はどれ?,理系,デリジェント,エージェント,サージェント,タンジェント,タンジェント
次のうち、人間の下后身にある骨はどれ?,理系,頭がい骨,胸骨,膝がい骨,助骨,膝がい骨
パソコンの装置で、マウスやキーボードが該当するのは次のうちどれ2?,理系,入力装置,演算装置,制御装置,出力装置,入力装置
「ウスギ」 「ギン」 「キン」などの種類がある、9月から10月頃に花を咲かせる植物は何?,理系,モクセイ,キンセイ,スイセイ,カセイ,モクセイ
電子レンジにも利用されている、波長1mン1mmの電磁波は何 ?,理系,ミリ波,センチ波,マイクロ波,サブミリ波,マイクロ波
卵を割ると出てくる、卵白に包まれた部分を何という ?,理系,黄身,青身,赤身,黒身,黄身
ある位の数が4以下なら切り捨て、5以上なら切り上げるという端数の処理方法を何という?,理系,四小五大,四不五可,四捨五入,四下五上,四捨五入
夜空に見える星を適当に結び付け、名前をつけたもののことを何という?,理系,星座,,"mv  v
ござ",正座,星座
透明度が高く、高級食器などに使われるガラス「〇〇〇ガラス」。〇〇つつは何 ?,理系,クライスト,クラシカル,クリスタル,クリスマス,クリスタル
通常、DNAは人間の細胞核の中でとどのようなかな形状をしている ?,理系,円環,二重らせん,じゃばら,ー本鎖,二重らせん
お腹や太ももにできる「セルライト」といえば、次のうち何が固まってできたもの ?,理系,尿,血液,皮下脂肪,胡の毛,血液
2人でじゃんけんをした時、あいこになる確率はいくつ?2,理系,3分の1,2分の1,5分の1,4分の1,3分の1
1時間は何秒 ?,理系,48000秒,12秒,3600秒,240秒,3600秒
次のうち、食用にされる部位が「根」ではない野茶はどれ ?,理系,サツマイモ,ダイコン,ニンジン,ハクサイ,ハクサイ
くも膜下出血」の「くも膜」は、体のどの部分にある膜2,理系,腹,頭,腰,胸,頭
次のうち、火山岩はどれ ?,理系,朱雀岩,日虎岩,"所 エー
月 回和石",玄武岩,玄武岩
次のうち、実際にある酸はどれ ?,理系,醤油酸,砂糖酸,味噌酸,塩酸,塩酸
次のうち、星座ではないものはどれ 2?,理系,さそり座,オリオン座,和で た ごこ座,オペラ座,オペラ座
一般に「炭酸ガス」といった時、これが指している気体は何 ?,理系,一酸化炭素,四酸化炭素,二酸化炭素,三酸化炭素,二酸化炭素
青い線に三角形が付いた記号で表されることが多い前線は何 ?,理系,停滞前線,杜冷前線,温暖前線,閉枝前線,杜冷前線
人間なら肺、魚ならエラがこれに当たる、生物が呼吸を行うための器官を何という ?,理系,呼吸問,炊散器,消化器,電話器,呼吸問
紳経細胞が集まっている、人間の頭部にある左右に分かれた邊球状の器巨といえば何 ?,理系,大天,大胸,大脳,大服,大脳
次のうち、「表面張力」が発生する場所として適切なのはどれ ?,理系,固体の表面,液体の表面,金属の表面,磁石の表面,液体の表面
アインシュタインガ特殊相対性理論の構築の際に導入したのは、何の速度は一定であるという原理 ?,理系,風の速度,水の速度,音の速度,光の速度,光の速度
ロイヤルゼリーやプロポリスを作りだす昆虫は何 ?,理系,アゲハチョウ,カブトムシ,ミツバチ,オニヤンマ,ミツバチ
金や銀など、産出量が少なく高価な金属のことを総称して何という 3?,理系,史金属,非金属,貴金属,軽金属,貴金属
腹筋や横隔膜の上下運動によって行う呼吸のことを特に何という2?,理系,自式呼吸,腹式呼吸,腰式呼吸,肩式呼吸,腹式呼吸
次のうち、普通、女性にしかない騰る結はどれ2?,理系,甲状腺,胆のう,腹臓,子,子
5と7のように、互いに1以外に公約数を持たない関係を何という ?,理系,互いに並,互いに空,互いに素,互いに無,互いに素
複数の細胞によって体が構成されている生物のことを、 「!単細胞生物」に対して何という ?,理系,大細胞生物,複細胞生物,二細胞生物,多細胞生物,多細胞生物
陽子とともに原子核を構成する、物理学者・チャドウィックによって発見された六子は何 ?,理系,男性子,女性子,中性子,両性子,両性子
T網状脈」や「答行肛」といえば、何の種類 ?        ーー,理系,葉須,山上服,水服,文有,葉須
次の金属単体の中で、最も密度が高いのはとれ?,理系,スズ,殺,銀,金,金
次のうち、超小型のプードルの品種にあるのはどれ2?,理系,ポットプードル,風呂おけプードル,ティーカッププードル,鍋プードル,ティーカッププードル
磁石にある2つの極といえば、N極と何極 ?,理系,S極,L極,H極,M極,S極
