Q,Category,K1,K2,K3,K4,A
お笑いコンビ「パックンマックン」のメンバーは、パックンと誰?,芸能,ヤックン,フックン,モックン,マックン,マックン
外国人タレントが所属する芸能事務所「稲川素子事務所」の往長は誰 ?,芸能,稲川素子,渡辺普,吉本吉兵衛,大川豊,稲川素子
俳優・西川忠志の父である、ベテランお笑い芸人といえば誰 ?,芸能,西川哲,西川潤,西川きよし,西川貴教,西川潤
往年のお笑いコンビ、ツービートのメンバーは、ビートたけしと誰 ?,芸能,ビートあつし,ビートひろし,ビートさとし,ビートきよし,ビートきよし
映画『E.T』で、主人公がE.工と乗り込み、空を飛んだ乗り物は何 ?,芸能,スケートボード,三輪車,バイク,目転車,目転車
「燃えよドラゴン』などのカンフー映画に主演し人気を博した中国人俳優は誰 ?,芸能,ロック・リー,テレンス・リー,レオン・リー,ブルース・リー,ブルース・リー
オーストリアに住む一家を描いた映画『サウンド・オブ・〇O〇O〇』。 〇(つうは何 ?,芸能,スクリーム,テレビジョン,ノイズ,ミュージック,ミュージック
次のうち、ホラー映画はどれ ?,芸能,エクソシスト,ホーム・アローン,アルマゲドン,ゴッドファーザー,エクソシスト
ヒット曲『PERFECT HUMAN」で知られるユニット・RADIO OOつOOつ。〇の〇つつは何 ?,芸能,FISH,PORK,BEEF,CHICKEN,FISH
アーティストの曲がCMソングやテレビドラマの主題歌として使われることを何という ?,芸能,インドアップ,タイアップ,ベトナムアップ,ラオスアップ,タイアップ
彼がよく用いる「いい質問ですね」というフレーズも流行した、元NHKキャスターのタレントは誰 ?,芸能,田原総一朗,宮崎哲弥,青山江晴,池上彰,池上彰
関根勤・関根麻里の親子や、お笑いコンビ・キャインンらが所属する芸氏事務所は何 ?,芸能,浅井企画,笠井企画,笹井企画,正井企画,浅井企画
ワウのpぁ28計うう1うシン4ョロビゴム)メンバーのイメージカラーに無い色はとどれ?,芸能,レッド,ブラウン,ビピンク,イエロー,ブラウン
タレントとして活躍するデヴィ夫人の夫である、元インドネシア大統領は誰 ?,芸能,マルコムX,スカルノ,アウンサン,アキノ,スカルノ
気志園のメンバー・綾小路翔の別名義「DJOOO」 。 OO〇は何?,芸能,KAORI,KOO,0ZMA,KRUSH,0ZMA
「てじなてにゃ」という掛け声でおなじみのマジシャン兄弟といえばは、回記中区,芸能,堂上兄弟,川上兄弟,井上兄弟,山上兄沖,山上兄沖
坂本九が歌い、後に、ウルフルズやRe:Japanがカバーしたヒット曲といえば何 ?,芸能,ともだち,泌くんさよなら,心の睡,明日があるさ,明日があるさ
モデルの富永、アイドルの篠崎、歌ビゴアマら3にさ:E: まこと:とる幅時4,芸能,舞,愛,玲,和,愛
ジェームズ・デティーン主演の映画「エテンのO〇』。〇は ?,芸能,西,北,東,南,東
次のうち、女性お笑いコンビはどれ 2?,芸能,フットボールアワー,"オア>
ンズ",バナナマン,オードリー,"オア>
ンズ"
音楽バンドやお笑いグループで、「3人組」 のことを何という 2,芸能,トキオ,トリオ,トラフ,ドリア,トリオ
次のうち、打楽器の種類にあるのはとれ?,芸能,シンプル,シンボル,シンバル,シンビル,シンプル
「歌舞伎あるある」などのネタでおなじみの、お笑いコンビ・レイザーラモンのメンバーは誰 ?,芸能,レイザーラモンCG,レイザーラモンGG,レイザーラモンTCG,レイザーラモンRG,レイザーラモンRG
「ものまねメイクアーティスト」として知られるタレントは誰 ?,芸能,すずちん,めねちん,ざわちん,なかちん,ざわちん
ヴィジュアル系エアーバンド・ゴールデンボンバーで、ベースを務めているのは誰 ?,芸能,ジャンカラ淳,レインボー淳,カラオケ館浮,歌広場沼,歌広場沼
『ドーン・オブ・ザ・デッド』や『28週後..』といえば、次のうち、何を題材としたホラー映画 ?,芸能,宇宙人,ゾンビ,超能力,幽霊,ゾンビ
女優の「ありむらかすみ」の名前を漢字ではどう書く2,芸能,有村鹿角,有村各純,有村霞,有村加寿美,有村各純
テレビ東京の番組 『和風総本家』に登場する、豆柴の子犬の名前は何 ?,芸能,粟助,麦助,米助,豆助,豆助
"往年のコント番組『8時だョ!全員集合』のオープニング曲『〇〇〇 全員集合』。〇
。 の〇〇〇は何 ?",芸能,ちょっとまってョ!,ちょっとだけ!,すこしだけョョ!,ここだけ!,すこしだけョョ!
人を笑わせることを目的とした演劇や映画のことを日本語で何という ?,芸能,喜劇,観劇,劇,悲劇,喜劇
カップリング曲は『傷つけた人々人へJJ  である、  尾崎豊のデビューシングルは何 ?,芸能,15の夜,16の夜,17の夜,18の夜,15の夜
タレントのデヴィ夫人の夫、スカルノ 氏はかつてどこの国の大統領だった2?2,芸能,インドネシア,イタリア,中国,アメリカ,インドネシア
上田晋也と有田折下からなるお笑いコンビは何 ?,芸能,爆笑問題,くりいむしちゅ一,ネプチューン,オードリー,くりいむしちゅ一
歌手の椎名、キャスターの大石、女優の奥茶、元SDN48の大堀に共通する名前は何 ?,芸能,薫,瞳,恵,人迄,恵
代表曲に『ultra soul」 などがある、松本孝弘と稲葉浩志の2人からなる音楽グループは何 ?,芸能,CZ,BZ,Dz,Az,BZ
お笑いコンビ、ナインティナインのメンバーといえば、岡村隆史と誰?,芸能,宮迫博之,土屋伸之,土田晃之,矢部浩之,矢部浩之
お笑い芸人のキンタロー。がものまねする際によく使うAKB48のヒット曲は何 ?,芸能,フライングマッチ,フライングセット,フライングゲット,フライングキャッチ,フライングゲット
『言ノ葉』 『ひまわりの約束』などの曲で知られるミュージシャンは上:壮4,芸能,調井堅,山下達郎,秦基博,井上陽水,秦基博
坂本九のヒット曲『上を向いて歩こう』のアメリカでのタイトルは何 ?,芸能,スキヤキ,オコノミヤキ,ヤキニク,バーベキュー,スキヤキ
フジテレビのドラマ『ガリレオ』でヒロインの内海薦を演じた女優は上:壮4,芸能,有人村栄純,黒木メイサ,柴咲コウ,天海病希,柴咲コウ
お笑い芸人・ゆっていぃいのネタでもおなじみの、少年際の代表曲は何 ?,芸能,デカスイカ伝説,デカメロン伝説,テカイチコゴ伝説,デカレモン伝説,デカメロン伝説
あるテレビ番組を何%の人が見ているかを表す指標は何 ?,芸能,聴取率,下聴率,負貞率,観戦率,下聴率
フランスの幼児語で「おしり」という意味がある、バレリーナの着る衣装は何 ?,芸能,チェチエ,チュチュ,チョヨナヨョ,チャチャ,チュチュ
"落語家が持つ    ぞ  了
\持
PN
洛              道具で
、洲語
詰のやキセルに見立てて使われることもあるのは何 ?",芸能,すりこぎ,そろばん,扇子,耳かきさ,扇子
クリスマスの定番曲『ラスト・クリスマス』を歌った、イギリスの音楽グループは何 ?,芸能,サム !,ハム !,ワム !,ラム !,ワム !
「ヤバいよヤバいよ」の口癖や、体を張ったロケでの「リアクション雲』 でおなじみのタレントは誰 ?,芸能,上島竜兵,出川哲朗,山崎弘也,月亭方正,上島竜兵
『レオン』 『ブラック・スワン』などに出演したアメリカの女優はナタリー・〇の〇〇。 の〇〇〇は ?,芸能,ウェーブマン,ポートマン,ビーチマン,タイドマン,ポートマン
間コンビを構成するメンバーは、ボケと何?,芸能,プッコミ,ブッコミ,ビッコミ,パットミ,プッコミ
次のうち、お笑いコンビのココリコのメンバーは誰 2,芸能,田村淳,田中直樹,山崎弘也,月亭方正,田村淳
わらべ歌『ひらいたひらいた』で、「ひらいた」と歌われる花は何 ?,芸能,ほぼたん,れんげ,むくげ,あおい,れんげ
大悟とノブからなるお笑いコンビは円時,芸能,導い飯,天津,千島,東京ダイナマイト,千島
「綺麗好きでなにが悪い! 」というブログを開設している、ギャンブル属などでも有名な俳優は誰 ?,芸能,紳取妨,坂上鍋,大竹鍋,忠原候,坂上鍋
ヒット曲『三百六十五歩のマーチ』などで知られる歌手は誰 ?,芸能,木前寺清子,火前寺清子,土前寺清子,水前寺清子,水前寺清子
次のうち、女性アナウンサーは誰 ?,芸能,上車聡,安東弘樹,生田竜聖,水ト麻美,水ト麻美
『リイモトの元気の素 88の言葉』などの著書もある、「珍獣ハンター」として知られるお笑い芸人は誰 ?,芸能,イモトジュンコ,イモトミチコ,イモトヒロコ,イモトアマヤコ,イモトアマヤコ
NHK教育 !ピタゴラスイッチ」のコーナーで、「体操」 「行進」に共通して付く言葉は何?,芸能,ポリリズム,アルゴリズム,マンネリズム,カニバリズム,アルゴリズム
タレントの西方凌を妻に持つ、「キム兄」の愛称でおなじみのお笑いタレントは誰 ?,芸能,品川条,ケンドーコバヤシ,板尾創路,木村庁一,木村庁一
日本テレビの番組『世界の果てまでイッテ〇! 』の〇に入るアルファベットは何 ?,芸能,R,Q,A,P,Q
次のうち、宝塚歌劇団出身ではない女優は誰 ?   「,芸能,大地真央,黒木瞳,天海大希,沢口靖子,沢口靖子
かつてのフジテレビの番組『トリビアの泉』で、パネラーが評価をする際に押したボタンは何 ?,芸能,はあぁボタン,ほおぉボタン,へぇボタン,,へぇボタン
りUE還EiたpoAAP とスリエニシ4)場する朝日印刷の往長、桂梅太郎の愛移は何?,芸能,タ コ往長,イカ祉長,ウニ往長,エビ福長,タ コ往長
俳優・小栗旬の妻である、モデル・女優は誰2,芸能,香里奈,蛇原友里,押切もえ,山田優,山田優
。 ぴんから〇〇〇の、てんぷく〇の〇〇、のセすずのの(の)の志すバの(⑨!⑥[/)のうに共通する言葉は何 ?,芸能,デュオ,トリオ,カルテット,クインテット,トリオ
日本ではラッパと呼ばれることもある、吹奏楽によく用いられる金管楽叶は何 ?,芸能,ウンシンンペット,イヌンペット,ネコンペット,トランペット,トランペット
『もろびとこぞりて』や『ひいらぎ飾ろうう』など、クリスマスに歌われる讃美歌を何という ?,芸能,クリスマスキャロル,クリスマス演歌,クリスマスブルース,クリスマスロック,クリスマス演歌
女優の広瀬すずを妹に持つ、同じく女優としても活躍するモデル・タレントは誰 ?,芸能,広瀬ケイト,広瀬エルサ,広瀬アリス,広瀬ローラ,広瀬アリス
歌手・相川七瀬のデビュー曲『夢見る〇〇じゃいられない』。〇〇は回角,芸能,少年,青年,少女,麗女,少女
