相手を励ますときにかける掛け声「ドンマイ」は「ドント・〇〇〇」の上略。〇〇〇は何 ?,文系,マインド,マイクロ,マイケル,マイセン,マイケル
小説 『走れメロス』の作者は誰 ?,文系,三島由紀夫,川端康成,太宰冶,森鳴外,太宰冶
各地に延びる航空路線網の中心となり、路線の中継拠点として機能する空港のことを何空港という ?,文系,ウミヘビ空港,ハブ空港,コブラ空港,ヤマカガン空港,ハブ空港
楽天、牛タン、七夕まつり、伊達政示から連想される都道府県はどこ ?,文系,島根県,宮城県,大阪府,熊本県,宮城県
中世日本の武家視会で武士の主従関係を表現した言葉「御思と〇〇」。CXうに入る言葉は何 ?,文系,有動労,家来,奉公,忠誠,奉公
次のうち、間に合わせに準備した仕事や勉強を意味する言葉はどれ ?2,文系,ー人夜切り,ー夜漬け,ー夜干し,ー夜飾り,ー夜漬け
カナダやアメリカが位置する大陸はとどこ?2,文系,西アメリカ大陸,東アメリカ大陸,南アメリカ大陸,北アメリカ大陸,北アメリカ大陸
富良野市、北見市、岩見沢市などの市がある都道府県はどこ ?2,文系,広島県,岐阜県,,北海首,北海首
「元も子もない」の、「元」は「元金」のことですが、「子」は何のこと?,文系,利子,息子,分子,団子,利子
次のうち、新幹線が走っていないのはどこ2?,文系,九州地方,近畿地方,四国地方,中国地方,四国地方
京都の「北野」、夏岡の「太宰府」などがある、菅原道真をまつる旨計は何 ?,文系,秩父宮,天満宮,宇都豆,東照宮,天満宮
ユネスコのシンボルとなっている「パルテノン弓殿」は、どこの国にある世界遺産 ?,文系,メキシコ,ブラジル,エジプト,ギリシャ,ギリシャ
信仰すべき六信五行や偶像崇拝の禁止、豚を食べてはいけないなどの決まりがある宗教は何?,文系,キリスト教,ブードゥー教,仏教,イスラム教,イスラム教
次のうち、「ウォン」という通貨単位を使用している国はどこ ?,文系,モンゴル,ベトナム,中国,韓国,韓国
富士山の高さは何メートル 2?,文系,5776メートル,3776メートル,6776メートル,4776メートル,5776メートル
次の文学作品のうち、「軍記物」に分類されるのはどれ2?,文系,灰家物語,ヒイ家物語,座家物語,ホイ家物語,座家物語
モンゴルで使われる移動式住宅・ゲルで、主な材料として用いられているものは何 ?,文系,水,ガラス,鉄筋コンクリート,フエルト,フエルト
豊臣秀吉が「豊臣」の前に名乗った姓「羽柴」の、「泊」の由来は月秘長施ですが、「紫」の由来は誰 ?,文系,近野勝家,柴田勝家,宋本勝家,打村勝家,柴田勝家
刑事や探偵などの主人公が、事件の謗を解き明かすことを主題とする小説を何という?,文系,無理小説,論理小説,地理小説,推理小説,推理小説
船島ともいう、宮本武蔵と佐々木小次郎が果たし合いをした関門海峡に浮かぶ無人島は何 ?,文系,厳流島,屋久島,佐渡ヶ島,,厳流島
吐会問題となっている、過度な長時問労働や賃金未払いなどの問題を抱えたアルバイトを何という ?,文系,ブルーバイト,グリーンバイト,ブラックバイト,ホワイトバイト,ブラックバイト
新古今和歌集に収められた「三タの歌」の作者といえば、有藤原定家、彼軍法師と誰?,文系,東行,南行,北行,西行,西行
次のうち、アンデルセンの童話はどれ 2?,文系,かぐや姫,椿姫,親指姫,舞姫,親指姫
美術様式やワインの名前などに使われる、「新しいもの」という意味のフランス語は何 ?,文系,グラン,アンシャン,ヌーボー,プチ,ヌーボー
戦艦大和の模型が展示されている「大和ミュージアム」がある、広島jiた|り,文系,移市,漢市,呉市,箇市,呉市
章話『人魚姫』で、人魚姫が魔女に和則【E23レ光二全3925pす/c/21 に)たものは何 ?,文系,聴力,定力,髪,"=
呈","=
呈"
"「ゼネコン」とは、次のうち、どんPPNビーゴ
な会吐のこ と 2",文系,"航空会i
L空会計",電力会計,建設会計,貿易会計,建設会計
次のうち、山形県にある市はどれ ?,文系,鴨岡市,鳴岡市,鳩岡市,鈴岡市,鈴岡市
次のうち、アメリカの州ではないのはどれ2?,文系,テキサス州,タスマニア州,カリフォルニア州,バージニア州,タスマニア州
テレビや映画などの撮影に用いるバスのことを特に何という ?,文系,ロケバス,コロッケバス,イケバス,ブラックバス,ロケバス
利根川下流域の水路綱が発達していた地域を何と呼ぶ ?,文系,陸郷,海郷,水郷,空郷,水郷
かつては「黄金海岸」と呼ばれた、首都をアクラに置くアフリカの国はとどこ?,文系,ロンア,インド,ガーナ,韓国,ガーナ
乃木希典の胸死に影響を受けたとされる、主人公と「先生」の交流を畠く 夏目湊石の小説は何 ?,文系,おなか,こころ,おへそ,おくち,こころ
「たけやぶやけた」などのように前から読んでも後ろから読んでも同じ読みになる文を何という ?,文系,紳文,凄文,超文,回文,回文
金融機関に預けずに自宅で保管している金銭のことを、ある収納用品の名をとって何預金という ?,文系,押入れ預金,クローゼット預金,タンス預金,ひきだし預金,タンス預金
島居が書かれた地図記号が表すのは円時,文系,博物館,理吐,消防署,図書館,理吐
学問の紳様として太宰府天満宮にまつられている人物は誰 ?,文系,小野道風,営原道真,在原業在,空海,営原道真
電化製品などに付けられる「取説」を略さずにいうと何 ?,文系,取扱説明書,取付説明書,取引説明書,取得説明書,取扱説明書
非常に早足で逃げることの例え「〇)〇つのごとく逃げ出す」。〇〇は何 ?,文系,,脱猫,脱兎,脱大,脱兎
次のうち、かつて「陸奥国」と呼ばれていた地方はどれ2,文系,関東地方,東海地方,東北地方,九州地方,東北地方
次のうち、東京都庁からの距離が最も近い建物はどれ ?,文系,北海道庁,大阪府庁,紳奈川県庁,沖縄県店,紳奈川県庁
アルファベット3文字で「JAL」と表記され、鶴のマークで有名な日本の航空会往は何?,文系,日本航空,全日本空圭,スカイマーク,peach,日本航空
その場限りの調子のいいお世辞のことを、ある体の部分を使って何という?,文系,ネックサービス,ハンドサービス,ヘッドサービス,リップサービス,リップサービス
ンンのリビラウメ) タル:本ヨf yi和子を主人公とする、人筒井康隆のSF小説は何?,文系,空をかける少女,海をかける少女,時をかける少女,道をかける少女,時をかける少女
小説 『オレたちバブル入行組』」などの「邊沢直樹」シリーズを書いた作さち: 痢4,文系,谷井戸潤,池井戸潤,山井戸潤,海井戸潤,池井戸潤
フィラテルフィア、ゲティスバーグといったアメリカの歴史上車要な都市がある州は何州 ?,文系,ペンシルベニア州,コンパスベニア州,ホチキスベニア州,ルーラーベニア州,ペンシルベニア州
33にIIfcをたさとを29泊導流(yiする村上龍の著書 『13歳の〇〇〇つ』。〇のの〇の〇は何 ?,文系,ハローワーク,マイナビ,ゼクシィ,タウンワーク,ハローワーク
フランスの首都パリを流れる、およそ780kmの有川は何 ?,文系,ナイル川,ミシシッピ有川,アマゾン川,セーヌ川,セーヌ川
俗にいう「爆買い」といえば、次のうち、どんな人たちによる購買行動 ?,文系,食品関係者,外国人観光客,化粧品関係者,政府高到,外国人観光客
章話ヘンゼルとグレーテルに登場すとの)】たも貼【ゆ用,文系,ワラの家,レンガの家,木の家,お菓子の家,お菓子の家
次のうち、ユー口を通貨として導入している国はどこ 2?,文系,フフランス,韓国,メキシコ,アメリカ,フフランス
18世紀に活躍した、「三権分立」論で知られるフランスの法学者は誰 ?,文系,ミケランジェロ,クロムウェル,コロンブス,モンテスキュー,モンテスキュー
夫婦のみ、または夫婦と未婚の子供のみで構成される家族の形態をなんという2,文系,団家族,核家族,弧家族,小家族,核家族
紫細なことで腹を立てることを、目尻を意味する言葉を使って「何を立てる」という2,文系,目くじら,目まぐろ,目いわし,目いるか,目くじら
ドーバー海峡を走り、イギリスとフランスを結ぶトンネルを何という ?,文系,ユーストンネル,ユーザトンネル,ユーロトンネル,ユージトンネル,ユーロトンネル
代表作に小説『人間和失格』」などがある作家は誰 ?  ーー,文系,夏目激石,太宰冶,桶口一葉,多池寛,太宰冶
映画のタイトルにも使われた、国税局の査察部の通称は何 ?,文系,バツ人査,マル人査,サンカク人査,シカク人査,マル人査
メロンの産地として知られる夕引市がある都道府県はどこ?,文系,鳥取県,長野県,熊本県,北海首,北海首
"豊臣秀吉が人行
な吉が行ったものが有名な、近世日本で行われた、土地の測量調査は何 ?",文系,検定,検量,検地,欄宗,検地
中国の正式な国名は「中華〇CC)共和国」。〇〇〇に入る言葉は何 ?,文系,公民,人民,文民,国民,人民
千利休が大成した、簡素さを重んじた茶の湯を何という 2?,文系,くび人茶,かび人茶,わび人共,さび作,わび人共
アルプス、アンデス、ヒマラヤといえば、どんな地形の領域 ?,文系,湖,海儲,不野,山肌,山肌
奈留島、久賀島といった5島などからなる、長崎県沖の列島は何 ?,文系,三島列島,七島列島,五島列島,九島列島,五島列島
