Q,Category,K1,K2,K3,K4,A
呪投者のことを 「!力士」と呼ぶ、日本の伝統競技は何?,スポーツ,相撲,,立懸,犬追物,相撲
プロ野球で、試合後、活躍した選手に対して行われるインタビューを何という2,スポーツ,アイドルインタビュー,タレントインタビュー,ヒーローインタビュー,カリスマインタビュー,ヒーローインタビュー
次のうち、スポーツの「上手い守備」を意味する言葉はどれ ?,スポーツ,,番守,好守,,好守
オリンピックで行われるレスリングの種目は、グレコローマンと何 ?,スポーツ,ノルディック,フリースタイル,クロスカントリー,アルペン,フリースタイル
オリンピックのボクシングでは、プロボクシングと違って、どこに防具をつけなければいけない 2?,スポーツ,ひざ,頭,ひじ,あご,頭
スポーツで、十分な実力があるのに軸などを稚得できていない人を何という ?,スポーツ,無対の帝王,無職の帝王,無欠の帝王,無実の帝王,無対の帝王
日本サッカー史に残る出来事である、Jリーグ発足とドーハの悲劇がょこったのは共に西暦何年 ?,スポーツ,1948年,1978年,1963年,1993年,1993年
世界で活躍するアンディ・マレー、マリン・チリッチといえはば、どんなスポーツのプロ選手?,スポーツ,スノーボード,テニス,柔道,跳泳,テニス
60年代に人気を博した「巨人、大朋、卵焼き」。 巨人はプロ野球チームですが、大肝は何の選手 ?,スポーツ,サッカー,バドミントン,相撲,,相撲
バスケットボールで、動きの中心となる軸足を指す言葉は何 ?,スポーツ,ペポット,ピボット,ファゴット,ガボット,ピボット
野球の守備番号で、「7番」が表すポジションはどこ3?,スポーツ,ファースト,レフト,セカンド,ピッチャー,レフト
あるスポーツを行う人に発症しやすいことから名がつけられた、「上腕骨外側上吾炎」の別名は何 ?,スポーツ,バドミントン肘,テニス肘,バレーボール肘,重球肘,テニス肘
次のプロ野球チームのうち、関東地方に本拠地を置くのはどれ2?,スポーツ,ソフトバンク,中日,広島,ヤクルト,ヤクルト
"次のうち、元プロ野球選手の長嶋茂雄が「ミートグッバイィ
ミートグッバイ」と表現したスポーツ外傷はどれ ?",スポーツ,アキレス肛断裂,脱,突き指,肉離れ,突き指
野球で、打者がボールを打つために立つ「打席」を何という2?,スポーツ,バッターオーバル,バッターボックス,バッタースクエア,バッターサークル,バッターボックス
川崎フロンターレ、横浜Fマリノスといえば、どこの都道府県にホームタウンを置くサッカークラブ ?,スポーツ,静岡県,埼玉県,奈川県,千葉県,奈川県
「アーチェリー」とは、西洋式のどういった競技2     「,スポーツ,弓術,,剣術,柔術,弓術
大相撲の本場所で「3日目」といえば何曜日 ?      -,スポーツ,火曜日,木曜日,日曜日,金曜日,火曜日
次のうち、「号砲」で始まらないスポーツはどれ?2,スポーツ,陸上100m,競泳100m自由形,ゴルフ,ハーフマフソン,ゴルフ
大相撲の本場所15日間のうち、人金曜日は何日ある ?,スポーツ,1回,4回,3回,2回,2回
サッカーやラグビーなど、団体スポーツにおける選手個人の配置を英語で何という ?,スポーツ,レクリエーション,マンション,ポジション,アクション,アクション
次のうち、サッカー日本代表の国際試合の開始前に流される曲はどれ ?,スポーツ,宙の光,軍艦マーチ,世界に一つだけの花,君が代,君が代
ボウリングで「ダブル」 といえば、何回続けてストライクを取ること ?,スポーツ,2回,6回,4回,8回,2回
サッカーやバスケなどで、味方問のボールの受け渡しを何という?,スポーツ,スルー,パス,ジャンプ,スキップ,パス
次のうち、スポーツの大会に出場する選手が禁止されているものはどれ?,スポーツ,ショッピング,ドーピング,ラッピング,トッピング,ドーピング
オリンピックの金メダルは、ふつうどんな形をしている ?,スポーツ,正方形,導角形,二等辺三角形,円形,円形
次のうち、基本的に両手で扱うものはどれ ?,スポーツ,陸上競技のバトン,ゴルフクラブ,卓球のラケット,砲丸投げの砲丸,ゴルフクラブ
剣道の刀は、一般に、どんな素材を4枚合わせて作られる 2?2   「,スポーツ,竹,鉄,鋼,石,竹
グレイシー一族と関係が深い、ブラジル生まれの格闘技は次のうちどれ?,スポーツ,"ブランジ
ジリアン舞
リアン舞術","ブラジ
ジリアン秒
リアン和柔術","ブラジ
ジリアン極1
リアン極術","ブラジリア>
リアン殺術","ブラジ
ジリアン秒
リアン和柔術"
野球で、1塁、2塁、3塁すべてに走者がいる状態を何という ?,スポーツ,本塁,豊塁,全崇,満塁,満塁
次のうち、段位があるものはどれ?,スポーツ,野球,柔道,避輸,相撲,柔道
次のサッカーのプレーのうち、足でボールに触れないものはどれ2?,スポーツ,シュート,スライディング,ヒールパス,ヘディング,シュート
テニスの試合で、大会主催者の推薦によってトーナメントに入るプレーヤーを何という ?,スポーツ,オルタネイト,ラッキールーザー,アクセプタンス,ワイルドカード,ワイルドカード
テニスのラケットに張るストリングの強細の度合いを何という 2?,スポーツ,ロビング,テンション,チャンボ,ストラップ,テンション
次のイベントのうち、日本で開催されたことがあるものはどれ?,スポーツ,世界水泳,ツール・ド・フランス,ダカールラリー,全身オープン,世界水泳
水泳で、浮力を得るために使う板状の用具を何という ?,スポーツ,ブート板,ボート板,バート板,ビート板,ビート板
主に相撲において、前もって勝負を〔コ    せいことを何という ?,スポーツ,八白長,四百長,八白長,二百長,八白長
次のうち、アジア生まれの格闘技はとれ?,スポーツ,ムエタイ,ムエカンボジア,ムエミャンマー,ムエベトナム,ムエタイ
スポーツの試合で、声を揃えて選手に送る応援のことを何という?2,スポーツ,ラガー,ドラフト,クラフト,エール,エール
北海道で誕生した、スティックでボールを打つ、高齢者に人気のスポーツといえば何 ?,スポーツ,ミートボール,ゲートボール,ポートボール,アートボール,ゲートボール
卓球で、旧球台の角にあたったボールを何という?,スポーツ,カットボール,クロスボール,エッジボール,フレームボール,エッジボール
次のうち、バレエを踊る人を指す言葉はどれ2?,スポーツ,バレリーナ,バレンティン,バーレーン,バレンタイン,バレリーナ
球技で、打球や送球がバウンドせずに届くことを表す英単語は次のうちとれ?,スポーツ,セレクト,コネクト,ダイレクト,サブジェクト,ダイレクト
プロ野球球団名で「ベイスターズ」の前につく言葉は何 ?,スポーツ,横浜DeNA,東京ヤクルト,広島東洋,千葉ロッテ,横浜DeNA
ゴルファーのタイガー・ウッズの出身国はどこ ?,スポーツ,フィンランド,モンゴル,アメリカ,南アフリカ共和国,アメリカ
「プールバー」といえば、どんなことができるバーのこと 2?2,スポーツ,ビリヤード,田植え,"雨選
い",タイムスリップ,ビリヤード
アルファベットでFWとも表記する、サッカーにおいて攻撃の最前線に位直するポジションは何 ?,スポーツ,ディフェンダー,フォワード,ゴールキーパー,ミッドフィルダー,フォワード
相撲などにおいて、土間を四角く区切った客席のことを何という ?2,スポーツ,星席,丸席,井席,三角席,井席
次のサッカーに関する説明のうち、間違っているものはどれ?,スポーツ,11人2チームでの試合,ゴールキーパーがいる,前生と後生は各45分,ボールを足で蹴ると反則,ボールを足で蹴ると反則
